date,LineItem,quantity,price,discounts,netTotal,purchaseNumber,daysSinceLastPurch,quantity_364,price_364,discounts_364,netTotal_364,quantity_28,price_28,discounts_28,netTotal_28,quantity_7,price_7,discounts_7,netTotal_7
2018-03-12,Yogurt,32,3,0,121,3.8214285714285716,57173.71428571428,26,3,1,109,16,3,0,65,29,3,0,110
2018-03-13,Aubergine and Chickpea Vindaloo,10,4,1,30,2,66725.22222222222,12,4,0,41,9,4,0,32,8,4,0,28
2018-03-13,Beef and Apple Burgers,29,8,1,215,5.172413793103448,34613.793103448275,26,15,1,376,22,17,0,366,24,16,1,359
2018-03-13,Beef and Broccoli,14,8,1,108,2.9285714285714284,43106.71428571428,21,9,0,171,25,15,5,245,18,10,1,174
2018-03-13,Beef and Broccoli Stir Fry,3,10,0,31,2.6666666666666665,57,15,10,2,127,11,10,0,111,12,10,0,122
2018-03-13,Beef and Squash Kabob,19,7,0,152,3.111111111111111,55609.72222222222,46,7,0,394,20,7,0,173,22,7,0,188
2018-03-13,Chicken and Onion Kabob,46,10,0,504,3.119047619047619,57245.142857142855,36,10,0,397,37,10,0,396,47,10,1,495
2018-03-13,Chutney,13,2,0,31,1.8333333333333333,75081.16666666667,16,2,0,45,18,2,2,38,7,2,0,29
2018-03-13,Coconut and Beef Vindaloo,12,4,0,44,1.5555555555555556,66724.66666666667,11,4,0,35,9,4,0,36,8,4,0,32
2018-03-13,Fountain Drink,31,2,0,61,3.0434782608695654,43639.739130434784,22,2,0,42,45,2,0,90,32,2,0,64
2018-03-13,Lamb and Veggie Kabob,9,8,3,52,2.6666666666666665,66751,10,8,0,90,6,8,0,57,10,8,0,93
2018-03-13,Lamb Chops,13,9,0,108,3.076923076923077,61603.692307692305,15,8,1,105,15,13,7,91,19,8,0,149
2018-03-13,Naan,20,2,0,51,3.2222222222222223,55694.833333333336,15,2,0,41,13,2,0,38,17,2,0,37
2018-03-13,Rice,8,2,0,18,1.875,50266.375,15,2,0,39,11,2,0,24,19,2,0,38
2018-03-13,Salmon and Wheat Bran Salad,62,13,0,774,4.147540983606557,44403.40983606558,81,13,0,1018,74,14,2,896,81,12,1,912
2018-03-13,Yogurt,16,3,1,56,1.8125,56301.1875,28,3,0,97,35,3,2,115,27,3,0,104
2018-03-14,Aubergine and Chickpea Vindaloo,13,4,0,42,4.615384615384615,61567.07692307692,13,4,0,44,13,4,0,42,16,4,0,56
2018-03-14,Beef and Apple Burgers,39,8,1,303,5.615384615384615,51376.205128205125,32,13,1,382,31,16,1,486,33,11,1,326
2018-03-14,Beef and Broccoli,8,6,0,47,8.714285714285714,57175,22,8,0,180,19,8,0,153,11,9,0,97
2018-03-14,Beef and Broccoli Stir Fry,10,10,1,94,1.7777777777777777,77801.66666666667,27,10,0,267,11,10,0,109,15,10,0,152
2018-03-14,Beef and Squash Kabob,44,7,0,380,2.261904761904762,69069.54761904762,38,7,0,328,30,7,0,260,24,7,0,200
2018-03-14,Chicken and Onion Kabob,51,10,1,538,4.177777777777778,48953.4,65,10,0,696,57,10,1,600,37,10,0,412
2018-03-14,Chutney,12,2,0,28,4.916666666666667,58414.75,24,2,0,53,12,2,0,33,15,2,1,30
2018-03-14,Coconut and Beef Vindaloo,7,4,0,28,1.5,50072.25,20,4,0,67,17,4,0,63,8,4,0,32
2018-03-14,Fountain Drink,33,2,0,65,4.133333333333334,53379.066666666666,57,2,0,112,37,2,0,74,49,2,0,98
2018-03-14,Lamb and Veggie Kabob,14,8,2,112,5.076923076923077,69293.53846153847,6,8,1,48,10,8,1,82,11,8,0,99
2018-03-14,Lamb Chops,11,7,0,79,4.363636363636363,36464.545454545456,22,9,0,203,15,10,0,147,17,7,0,115
2018-03-14,Naan,19,2,0,40,2.8947368421052633,63174.21052631579,25,2,0,71,12,2,0,34,20,2,0,46
2018-03-14,Rice,13,2,0,32,1.5384615384615385,69388.92307692308,14,2,0,27,16,2,0,37,12,2,0,34
2018-03-14,Salmon and Wheat Bran Salad,101,11,0,1109,4.652631578947369,50601.221052631576,121,12,0,1450,88,13,0,1129,105,13,0,1278
2018-03-14,Yogurt,30,3,0,97,2.5517241379310347,55253.137931034486,36,3,0,152,38,3,0,150,42,3,0,187
2018-03-15,Aubergine and Chickpea Vindaloo,7,4,0,24,2.5,66680.16666666667,12,4,0,38,6,4,0,21,1,4,0,4
2018-03-15,Beef and Apple Burgers,35,9,1,275,4,45821.6,26,16,1,413,33,13,0,414,19,12,0,223
2018-03-15,Beef and Broccoli,7,7,0,46,7,57158.71428571428,21,10,0,217,17,13,1,204,13,8,0,97
2018-03-15,Beef and Broccoli Stir Fry,18,10,0,180,15.777777777777779,50063.27777777778,16,10,0,160,15,10,0,151,7,10,0,71
2018-03-15,Beef and Squash Kabob,32,7,0,280,3.125,56338.5625,37,7,0,318,40,7,3,288,36,7,0,310
2018-03-15,Chicken and Onion Kabob,34,10,0,371,3.90625,53204.90625,43,10,0,464,53,10,0,597,56,10,0,614
2018-03-15,Chutney,19,2,0,46,3.789473684210526,57949.36842105263,21,2,0,56,9,2,0,19,17,2,0,38
2018-03-15,Coconut and Beef Vindaloo,8,4,0,32,3.25,75043,11,4,0,38,13,4,0,52,1,4,1,3
2018-03-15,Fountain Drink,43,2,0,82,5.956521739130435,39215.913043478264,44,2,0,86,51,2,0,101,36,2,0,72
2018-03-15,Lamb and Veggie Kabob,7,8,0,65,2,71452,11,8,1,92,15,8,1,127,9,8,1,73
2018-03-15,Lamb Chops,24,8,1,163,3.6666666666666665,50112.958333333336,15,10,2,122,16,10,0,160,14,11,0,149
2018-03-15,Naan,20,2,0,44,2.6842105263157894,52778.21052631579,26,2,0,68,27,2,0,68,17,2,0,46
2018-03-15,Rice,16,2,0,34,2.3333333333333335,53516.13333333333,11,2,0,38,15,2,0,33,13,2,0,32
2018-03-15,Salmon and Wheat Bran Salad,80,13,0,989,4.116883116883117,48170,114,14,0,1585,85,15,1,1187,87,15,0,1290
2018-03-15,Yogurt,40,3,0,151,2.5135135135135136,62248.02702702703,30,3,0,114,35,3,0,151,16,3,0,84
2018-03-16,Aubergine and Chickpea Vindaloo,13,4,0,42,1.9090909090909092,72903.45454545454,15,4,0,52,7,4,0,24,10,4,0,32
2018-03-16,Beef and Apple Burgers,53,13,1,615,3.056603773584906,73730.94339622642,35,13,0,470,35,12,0,420,29,15,2,367
2018-03-16,Beef and Broccoli,27,9,1,204,2.3703703703703702,63021.92592592593,14,8,0,111,28,8,0,219,24,8,1,160
2018-03-16,Beef and Broccoli Stir Fry,12,10,0,122,2.8333333333333335,50090.333333333336,22,10,0,222,28,9,0,243,18,10,0,182
2018-03-16,Beef and Squash Kabob,58,7,0,500,2.6607142857142856,62570.142857142855,46,7,1,370,42,7,0,358,61,7,0,506
2018-03-16,Chicken and Onion Kabob,54,10,0,606,3.4901960784313726,62820,94,10,1,989,49,10,1,521,65,10,1,675
2018-03-16,Chutney,16,2,0,43,3,53452.4,31,2,0,75,23,2,0,64,18,2,0,44
2018-03-16,Coconut and Beef Vindaloo,18,4,1,60,2,76975.30769230769,11,4,0,38,13,4,0,52,13,4,1,44
2018-03-16,Fountain Drink,66,2,0,123,3.2444444444444445,53443.53333333333,69,2,0,137,41,2,0,82,41,2,0,80
2018-03-16,Lamb and Veggie Kabob,12,8,1,104,5.083333333333333,58369.583333333336,21,8,0,191,8,8,0,77,25,8,1,203
2018-03-16,Lamb Chops,22,8,1,146,2.3636363636363638,72794.81818181818,22,9,0,199,23,9,0,209,19,7,1,119
2018-03-16,Naan,29,2,0,59,2.4444444444444446,63036.666666666664,31,2,0,72,36,2,0,98,25,2,0,72
2018-03-16,Rice,28,2,0,71,1.5925925925925926,70426.37037037036,29,2,0,64,22,2,0,68,10,2,0,22
2018-03-16,Salmon and Wheat Bran Salad,125,15,1,1833,4.193548387096774,49328,138,13,0,1730,112,13,0,1439,100,13,1,1239
2018-03-16,Yogurt,41,3,1,137,2.051282051282051,69331.7435897436,74,3,0,281,31,3,0,111,39,3,1,163
2018-03-17,Aubergine and Chickpea Vindaloo,7,4,0,24,1.1666666666666667,83603.33333333333,16,4,0,52,23,4,0,80,19,4,0,60
2018-03-17,Beef and Apple Burgers,29,14,1,375,2,79350.3448275862,34,11,1,369,30,14,0,400,58,10,1,510
2018-03-17,Beef and Broccoli,23,10,0,223,1.5909090909090908,63772.86363636364,15,8,0,117,20,7,1,136,37,10,0,453
2018-03-17,Beef and Broccoli Stir Fry,23,10,0,232,2.8260869565217392,47907.86956521739,11,10,0,111,29,10,0,296,24,10,1,233
2018-03-17,Beef and Squash Kabob,55,7,0,460,1.8269230769230769,80813.63461538461,60,7,0,522,46,7,0,386,43,7,0,367
2018-03-17,Chicken and Onion Kabob,66,10,0,732,3.8,58391.2,81,10,0,899,65,10,0,713,89,10,0,988
2018-03-17,Chutney,17,2,0,36,2.3125,68860,26,2,0,79,12,2,0,28,24,2,0,78
2018-03-17,Coconut and Beef Vindaloo,22,4,0,88,2.933333333333333,66710.4,16,4,0,52,18,4,0,72,13,4,0,51
2018-03-17,Fountain Drink,55,2,0,101,1.8666666666666667,66743.73333333334,60,2,0,119,55,2,0,108,69,2,0,134
2018-03-17,Lamb and Veggie Kabob,16,8,0,153,11.3125,25036.6875,17,8,0,161,13,8,0,119,9,8,1,78
2018-03-17,Lamb Chops,23,9,1,181,4.434782608695652,52337.608695652176,20,10,0,189,25,12,1,276,20,23,0,459
2018-03-17,Naan,22,2,0,54,1.5454545454545454,63769.90909090909,26,2,0,63,21,2,0,52,43,2,0,115
2018-03-17,Rice,15,2,0,42,4.533333333333333,66788.93333333333,20,2,0,48,20,2,0,50,25,2,0,51
2018-03-17,Salmon and Wheat Bran Salad,72,14,1,964,3.111111111111111,55660.26388888889,101,13,0,1309,109,13,1,1402,159,13,0,2086
2018-03-17,Yogurt,39,3,0,163,2.4864864864864864,59584.81081081081,40,3,0,161,61,3,0,237,81,3,0,328
2018-03-19,Aubergine and Chickpea Vindaloo,7,4,0,24,4,42976.857142857145,18,4,0,63,6,4,0,21,8,4,0,28
2018-03-19,Beef and Apple Burgers,37,12,1,414,3.675675675675676,54196.10810810811,22,14,1,283,22,12,1,232,30,13,0,368
2018-03-19,Beef and Broccoli,24,8,5,145,2.6315789473684212,57994.42105263158,11,9,0,95,9,8,0,75,26,8,0,213
2018-03-19,Beef and Broccoli Stir Fry,13,10,0,128,4.416666666666667,25272.083333333332,12,10,0,120,7,10,0,68,7,10,1,61
2018-03-19,Beef and Squash Kabob,33,7,0,274,3.75,59411.25,33,7,0,273,27,7,0,232,27,7,0,222
2018-03-19,Chicken and Onion Kabob,51,10,0,550,8.787234042553191,51116.63829787234,53,10,0,583,43,10,0,472,33,10,0,369
2018-03-19,Chutney,26,2,1,58,7.695652173913044,56714.86956521739,14,2,0,46,16,2,0,33,15,2,0,44
2018-03-19,Coconut and Beef Vindaloo,8,4,0,32,19.857142857142858,28600,14,4,0,49,4,4,0,16,6,4,0,24
2018-03-19,Fountain Drink,39,2,0,74,3.25,56362.96875,44,2,0,81,30,2,0,56,41,2,0,82
2018-03-19,Lamb and Veggie Kabob,16,8,1,129,9.615384615384615,30881.384615384617,16,8,1,139,9,8,1,78,5,8,2,38
2018-03-19,Lamb Chops,15,8,6,78,2.5833333333333335,83466.58333333333,8,12,1,82,11,9,0,94,4,19,1,74
2018-03-19,Naan,22,2,0,52,1.8636363636363635,59205.90909090909,20,2,0,52,10,2,0,24,14,2,0,30
2018-03-19,Rice,19,2,0,44,1.4736842105263157,63304.26315789474,10,2,0,26,13,2,0,24,10,2,0,26
2018-03-19,Salmon and Wheat Bran Salad,83,12,2,898,4.897435897435898,52669.60256410256,69,12,1,803,65,12,0,755,77,12,1,910
2018-03-19,Yogurt,25,3,2,86,2.7142857142857144,38266.71428571428,21,3,0,74,17,3,0,71,32,3,0,121
2018-03-20,Aubergine and Chickpea Vindaloo,4,4,0,14,2,50162.5,9,4,0,32,9,4,0,28,10,4,1,30
2018-03-20,Beef and Apple Burgers,42,13,1,516,3.5714285714285716,69175,23,9,0,213,19,13,0,238,29,8,1,215
2018-03-20,Beef and Broccoli,12,7,0,83,3.8333333333333335,50166.416666666664,18,13,1,226,11,10,0,105,14,8,1,108
2018-03-20,Beef and Broccoli Stir Fry,14,10,0,146,2.357142857142857,42921.357142857145,9,10,0,87,3,10,0,31,3,10,0,31
2018-03-20,Beef and Squash Kabob,38,7,0,328,2.5555555555555554,55640.583333333336,36,7,0,308,11,7,0,95,19,7,0,152
2018-03-20,Chicken and Onion Kabob,51,10,1,537,2.9583333333333335,60509.3125,30,10,0,341,27,10,1,292,46,10,0,504
2018-03-20,Chutney,10,2,0,31,1.3333333333333333,88890.11111111111,20,2,0,58,16,2,0,44,13,2,0,31
2018-03-20,Coconut and Beef Vindaloo,12,4,0,48,3,45649.09090909091,6,4,0,21,13,4,0,52,12,4,0,44
2018-03-20,Fountain Drink,26,2,0,52,3.15,60062.55,28,2,0,56,27,2,0,54,31,2,0,61
2018-03-20,Lamb and Veggie Kabob,14,8,0,137,7,8467.5,6,8,0,56,3,8,0,28,9,8,3,52
2018-03-20,Lamb Chops,19,7,0,138,2.9473684210526314,52782.68421052631,17,8,1,119,11,7,0,75,13,9,0,108
2018-03-20,Naan,22,2,0,58,2.727272727272727,63698.59090909091,16,2,0,40,10,2,0,28,20,2,0,51
2018-03-20,Rice,22,2,0,50,2.1,55178.85,17,2,0,52,11,2,0,24,8,2,0,18
2018-03-20,Salmon and Wheat Bran Salad,89,14,0,1209,3.147727272727273,56925.170454545456,76,14,0,1010,68,12,0,818,62,13,0,774
2018-03-20,Yogurt,34,3,0,113,2.2413793103448274,55304.862068965514,29,3,0,117,18,3,0,72,16,3,1,56
2018-03-21,Aubergine and Chickpea Vindaloo,14,4,0,46,2.5,58347.666666666664,17,4,0,60,11,4,0,38,13,4,0,42
2018-03-21,Beef and Apple Burgers,31,11,1,301,3.4516129032258065,71006,35,14,1,482,38,11,0,393,39,8,1,303
2018-03-21,Beef and Broccoli,16,14,0,224,1.9375,81295.0625,17,8,0,129,19,9,0,172,8,6,0,47
2018-03-21,Beef and Broccoli Stir Fry,20,10,1,186,2.05,55118.6,11,10,1,100,3,10,0,30,10,10,1,94
2018-03-21,Beef and Squash Kabob,33,7,0,283,1.65625,68791.03125,34,7,0,287,21,7,1,164,44,7,0,380
2018-03-21,Chicken and Onion Kabob,39,10,0,431,4.842105263157895,50082.47368421053,67,10,0,752,21,10,0,227,51,10,1,538
2018-03-21,Chutney,20,2,0,68,2.3529411764705883,76497.70588235294,22,2,0,62,18,2,0,34,12,2,0,28
2018-03-21,Coconut and Beef Vindaloo,11,4,0,44,3.4,60039,11,4,0,38,13,4,0,52,7,4,0,28
2018-03-21,Fountain Drink,45,2,0,86,3.6315789473684212,65845.92105263157,42,2,0,82,44,2,0,88,33,2,0,65
2018-03-21,Lamb and Veggie Kabob,11,8,0,96,2.1,60023.2,18,8,0,167,7,8,2,54,14,8,2,112
2018-03-21,Lamb Chops,18,9,1,146,1.6111111111111112,72315.55555555556,8,14,0,112,9,8,0,76,11,7,0,79
2018-03-21,Naan,26,2,0,66,2.730769230769231,53922.653846153844,17,2,0,58,14,2,0,35,19,2,0,40
2018-03-21,Rice,17,2,0,43,2.8125,68866.8125,17,2,0,46,10,2,0,22,13,2,0,32
2018-03-21,Salmon and Wheat Bran Salad,101,14,0,1365,4.396039603960396,49598.88118811881,94,14,0,1309,77,12,0,916,101,11,0,1109
2018-03-21,Yogurt,32,3,0,133,2.870967741935484,74247.96774193548,46,3,0,170,32,3,0,116,30,3,0,97
2018-03-22,Aubergine and Chickpea Vindaloo,12,4,0,42,3.9,40167.8,14,4,0,49,3,4,0,10,7,4,0,24
2018-03-22,Beef and Apple Burgers,49,9,1,401,3.0408163265306123,49046.4693877551,19,31,1,567,22,12,2,231,35,9,1,275
2018-03-22,Beef and Broccoli,19,15,0,290,2.6315789473684212,42205.94736842105,14,9,0,123,11,31,6,275,7,7,0,46
2018-03-22,Beef and Broccoli Stir Fry,16,10,0,164,1.4,73388.06666666667,11,10,0,110,20,9,0,176,18,10,0,180
2018-03-22,Beef and Squash Kabob,35,7,0,300,2.4375,62571.78125,37,7,0,312,26,7,0,214,32,7,0,280
2018-03-22,Chicken and Onion Kabob,43,10,1,462,2.864864864864865,59504.54054054054,54,10,0,596,42,9,0,420,34,10,0,371
2018-03-22,Chutney,19,2,0,59,2.7777777777777777,44528.555555555555,21,2,0,69,11,2,0,27,19,2,0,46
2018-03-22,Coconut and Beef Vindaloo,15,4,0,56,6.923076923076923,46211.38461538462,11,4,0,38,9,4,0,36,8,4,0,32
2018-03-22,Fountain Drink,49,2,0,90,4.571428571428571,57232.62857142857,32,2,0,58,37,2,0,73,43,2,0,82
2018-03-22,Lamb and Veggie Kabob,8,8,0,76,3.5,50045.375,17,8,1,145,10,8,1,82,7,8,0,65
2018-03-22,Lamb Chops,13,9,1,105,3.769230769230769,30888.615384615383,16,19,0,306,15,8,0,119,24,8,1,163
2018-03-22,Naan,25,2,0,56,3.32,36131.48,18,2,0,58,20,2,0,52,20,2,0,44
2018-03-22,Rice,19,2,0,49,2.7222222222222223,61182.666666666664,14,2,0,57,20,2,1,59,16,2,0,34
2018-03-22,Salmon and Wheat Bran Salad,84,14,1,1127,6.761904761904762,50077.45238095238,81,13,1,1003,94,12,0,1127,80,13,0,989
2018-03-22,Yogurt,29,3,0,134,4.6923076923076925,53890.46153846154,30,3,0,136,38,3,0,150,40,3,0,151
2018-03-23,Aubergine and Chickpea Vindaloo,13,4,0,46,1.7272727272727273,63790.63636363636,9,4,0,30,12,4,0,42,13,4,0,42
2018-03-23,Beef and Apple Burgers,42,12,2,443,11.333333333333334,54876.97619047619,27,15,1,377,29,15,1,418,53,13,1,615
2018-03-23,Beef and Broccoli,28,13,0,344,6.107142857142857,64419.892857142855,34,7,0,240,20,13,0,253,27,9,1,204
2018-03-23,Beef and Broccoli Stir Fry,27,10,0,277,1.6923076923076923,61552.88461538462,39,10,0,390,19,10,0,192,12,10,0,122
2018-03-23,Beef and Squash Kabob,32,7,0,275,2.2962962962962963,59380.555555555555,60,7,0,498,33,7,1,267,58,7,0,500
2018-03-23,Chicken and Onion Kabob,77,10,0,838,3.8115942028985508,53707.59420289855,87,10,0,946,61,10,0,688,54,10,0,606
2018-03-23,Chutney,18,2,0,68,1.7777777777777777,66816.33333333333,32,2,0,79,20,2,0,44,16,2,0,43
2018-03-23,Coconut and Beef Vindaloo,18,4,0,72,11.153846153846153,76951.92307692308,15,4,0,51,12,4,0,48,18,4,1,60
2018-03-23,Fountain Drink,49,2,0,90,11.96875,43886.71875,54,2,0,107,47,2,0,94,66,2,0,123
2018-03-23,Lamb and Veggie Kabob,18,8,0,173,3.2941176470588234,47215.82352941176,14,8,1,120,11,8,1,92,12,8,1,104
2018-03-23,Lamb Chops,22,8,1,150,10.727272727272727,50152.59090909091,35,8,0,254,22,9,0,190,22,8,1,146
2018-03-23,Naan,17,2,0,44,2.2941176470588234,41305.117647058825,25,2,0,63,18,2,0,64,29,2,0,59
2018-03-23,Rice,20,2,0,44,2.0526315789473686,47547.47368421053,17,2,0,38,17,2,0,48,28,2,0,71
2018-03-23,Salmon and Wheat Bran Salad,122,13,0,1503,4.890756302521009,54730.41176470588,142,12,0,1661,124,16,1,1861,125,15,1,1833
2018-03-23,Yogurt,44,3,0,167,2.675,60104.175,61,3,0,221,51,3,0,181,41,3,1,137
2018-03-24,Aubergine and Chickpea Vindaloo,12,4,0,42,3,44556.333333333336,36,4,0,124,14,4,0,49,7,4,0,24
2018-03-24,Beef and Apple Burgers,62,11,2,612,3.096774193548387,66193.41935483871,36,13,0,433,41,12,0,491,29,14,1,375
2018-03-24,Beef and Broccoli,22,13,0,272,1.8571428571428572,66825.47619047618,30,7,0,210,31,8,0,253,23,10,0,223
2018-03-24,Beef and Broccoli Stir Fry,17,10,0,172,2.176470588235294,47158.294117647056,26,10,0,255,27,10,0,273,23,10,0,232
2018-03-24,Beef and Squash Kabob,31,7,0,268,2.032258064516129,61353.709677419356,67,7,0,564,54,7,1,437,55,7,0,460
2018-03-24,Chicken and Onion Kabob,71,10,0,773,3.4696969696969697,53135.98484848485,117,10,0,1245,59,10,0,636,66,10,0,732
2018-03-24,Chutney,25,2,0,60,8.333333333333334,79250.625,31,2,0,101,25,2,0,74,17,2,0,36
2018-03-24,Coconut and Beef Vindaloo,19,4,0,76,9.933333333333334,66781.26666666666,10,4,0,32,8,4,0,32,22,4,0,88
2018-03-24,Fountain Drink,72,2,0,131,6.0638297872340425,61805.97872340425,63,2,0,124,60,2,0,119,55,2,0,101
2018-03-24,Lamb and Veggie Kabob,9,8,0,88,2.4444444444444446,66726.88888888889,21,8,1,186,21,8,1,174,16,8,0,153
2018-03-24,Lamb Chops,28,10,0,278,2.4285714285714284,57248.5,38,10,0,353,28,8,0,211,23,9,1,181
2018-03-24,Naan,27,2,0,84,1.7037037037037037,59433.77777777778,31,2,0,93,31,2,0,83,22,2,0,54
2018-03-24,Rice,21,2,0,44,1.3888888888888888,77791.66666666667,26,2,0,76,25,2,0,80,15,2,0,42
2018-03-24,Salmon and Wheat Bran Salad,146,13,1,1803,3.8767123287671232,59027.390410958906,184,14,0,2446,132,12,0,1625,72,14,1,964
2018-03-24,Yogurt,61,3,0,276,2.192982456140351,54546.14035087719,59,3,0,257,75,3,0,324,39,3,0,163
2018-03-26,Aubergine and Chickpea Vindaloo,3,4,1,9,4.5,764.5,8,4,0,28,9,4,0,31,7,4,0,24
2018-03-26,Beef and Apple Burgers,26,11,2,243,1.3846153846153846,80922.96153846153,24,12,0,294,20,12,0,244,37,12,1,414
2018-03-26,Beef and Broccoli,11,11,0,116,1.3636363636363635,82082.09090909091,5,8,0,38,12,6,0,67,24,8,5,145
2018-03-26,Beef and Broccoli Stir Fry,13,10,1,124,1.8461538461538463,76952.46153846153,12,10,0,117,4,10,0,40,13,10,0,128
2018-03-26,Beef and Squash Kabob,29,7,0,242,1.8571428571428572,71563.89285714286,34,7,0,292,23,7,0,199,33,7,0,274
2018-03-26,Chicken and Onion Kabob,39,10,0,443,2.236842105263158,58034.05263157895,35,10,0,391,38,10,0,417,51,10,0,550
2018-03-26,Chutney,16,2,0,40,1.9285714285714286,64293.57142857143,16,2,0,40,8,2,0,20,26,2,1,58
2018-03-26,Coconut and Beef Vindaloo,6,4,1,20,3.2,40045,5,4,0,18,10,4,0,40,8,4,0,32
2018-03-26,Fountain Drink,20,2,0,39,4.529411764705882,53200.58823529412,21,2,0,42,27,2,0,53,39,2,0,74
2018-03-26,Lamb and Veggie Kabob,11,8,0,102,1.125,87569.5,12,7,1,85,14,8,1,122,16,8,1,129
2018-03-26,Lamb Chops,11,11,2,109,1.7272727272727273,63933.545454545456,17,9,1,152,8,6,1,41,15,8,6,78
2018-03-26,Naan,9,2,0,22,2.2222222222222223,55754.11111111111,13,2,0,37,11,2,0,33,22,2,0,52
2018-03-26,Rice,13,2,0,36,2.6923076923076925,69286.30769230769,14,2,0,46,7,2,0,16,19,2,0,44
2018-03-26,Salmon and Wheat Bran Salad,53,13,1,658,3.7735849056603774,56765.622641509435,58,13,0,725,57,13,1,696,83,12,2,898
2018-03-26,Yogurt,24,3,0,85,1.9130434782608696,65421.17391304348,25,3,0,101,25,3,0,100,25,3,2,86
2018-03-27,Aubergine and Chickpea Vindaloo,7,4,0,24,6.5,33486.333333333336,12,4,0,42,11,4,0,38,4,4,0,14
2018-03-27,Beef and Apple Burgers,43,10,2,345,3.604651162790698,53599.74418604651,28,14,0,382,16,9,1,124,42,13,1,516
2018-03-27,Beef and Broccoli,21,19,0,409,5.333333333333333,61980.52380952381,17,7,0,121,11,7,0,80,12,7,0,83
2018-03-27,Beef and Broccoli Stir Fry,11,10,0,113,4.7,50202.7,13,10,1,125,12,10,0,123,14,10,0,146
2018-03-27,Beef and Squash Kabob,33,7,0,297,3.1481481481481484,55625.77777777778,33,7,1,265,17,7,0,137,38,7,0,328
2018-03-27,Chicken and Onion Kabob,60,10,0,654,6.208333333333333,37584.333333333336,71,10,0,771,45,10,1,449,51,10,1,537
2018-03-27,Chutney,21,2,0,73,2.5,55126.55,16,2,0,31,11,2,0,24,10,2,0,31
2018-03-27,Coconut and Beef Vindaloo,7,4,0,28,1.4,80015.2,13,4,1,38,6,4,0,24,12,4,0,48
2018-03-27,Fountain Drink,41,2,0,69,3.96,52092.48,40,2,0,77,34,2,0,64,26,2,0,52
2018-03-27,Lamb and Veggie Kabob,13,8,1,111,3.923076923076923,46249,12,8,0,113,13,8,0,119,14,8,0,137
2018-03-27,Lamb Chops,22,9,1,193,3.8181818181818183,40988.40909090909,18,11,1,184,13,8,1,97,19,7,0,138
2018-03-27,Naan,22,2,0,82,3.45,55076.2,17,2,0,56,14,2,0,32,22,2,0,58
2018-03-27,Rice,26,2,0,105,2.1904761904761907,71464.19047619047,12,2,0,43,11,2,0,28,22,2,0,50
2018-03-27,Salmon and Wheat Bran Salad,83,16,1,1272,3.275,52610.55,89,11,1,903,71,12,0,841,89,14,0,1209
2018-03-27,Yogurt,28,3,0,120,2.6923076923076925,53930.153846153844,29,3,0,123,19,3,0,82,34,3,0,113
2018-03-28,Aubergine and Chickpea Vindaloo,8,4,0,28,2.1666666666666665,33461.333333333336,7,4,0,24,6,4,0,21,14,4,0,46
2018-03-28,Beef and Apple Burgers,42,8,1,296,4.071428571428571,73884.09523809524,32,12,0,389,23,15,0,342,31,11,1,301
2018-03-28,Beef and Broccoli,9,7,0,60,2.6666666666666665,33394.11111111111,16,11,0,183,16,9,0,144,16,14,0,224
2018-03-28,Beef and Broccoli Stir Fry,10,10,0,99,12.1,20239.8,9,10,0,90,18,10,1,173,20,10,1,186
2018-03-28,Beef and Squash Kabob,41,7,0,353,2.41025641025641,61621.94871794872,33,7,0,285,28,7,1,212,33,7,0,283
2018-03-28,Chicken and Onion Kabob,72,10,0,782,2.5737704918032787,55868.29508196721,36,10,0,388,54,10,0,586,39,10,0,431
2018-03-28,Chutney,13,2,0,30,2.1666666666666665,58461.916666666664,10,2,0,24,13,2,0,26,20,2,0,68
2018-03-28,Coconut and Beef Vindaloo,10,4,0,40,6,44544.88888888889,11,4,0,38,11,4,0,42,11,4,0,44
2018-03-28,Fountain Drink,39,2,0,77,9.23076923076923,38619.846153846156,29,2,0,57,42,2,0,84,45,2,0,86
2018-03-28,Lamb and Veggie Kabob,15,8,0,142,2.8,60080.666666666664,12,8,1,105,8,8,0,73,11,8,0,96
2018-03-28,Lamb Chops,13,9,1,102,6.384615384615385,15553.538461538461,20,7,0,139,16,6,0,100,18,9,1,146
2018-03-28,Naan,12,2,0,25,4,75121.16666666667,20,2,0,49,16,2,0,38,26,2,0,66
2018-03-28,Rice,14,2,0,29,4.214285714285714,64411.357142857145,14,2,0,28,17,2,0,34,17,2,0,43
2018-03-28,Salmon and Wheat Bran Salad,69,13,0,885,4.014925373134329,56805.80597014925,78,14,0,1042,70,12,0,841,101,14,0,1365
2018-03-28,Yogurt,32,3,0,129,2.3225806451612905,58182,30,3,0,116,24,3,0,78,32,3,0,133
2018-03-29,Aubergine and Chickpea Vindaloo,8,4,0,28,5,50084,16,4,0,56,4,4,0,14,12,4,0,42
2018-03-29,Beef and Apple Burgers,40,14,1,504,5.525,57618.125,42,12,0,485,28,10,0,278,49,9,1,401
2018-03-29,Beef and Broccoli,16,13,1,196,1.4375,62529.625,14,14,0,201,16,10,0,161,19,15,0,290
2018-03-29,Beef and Broccoli Stir Fry,11,10,0,113,1.5454545454545454,72750.63636363637,13,10,0,130,13,10,0,132,16,10,0,164
2018-03-29,Beef and Squash Kabob,27,7,1,214,3.730769230769231,50067.153846153844,53,7,0,461,32,7,0,266,35,7,0,300
